source_sector_id,neighbor_sector_id,neighbor_rank,source_site_id,neighbor_site_id,is_same_site,distance_m,source_azimuth_deg,neighbor_azimuth_deg,source_target_azimuth_offset_deg,target_source_azimuth_offset_deg,ue_second_best_count,boundary_ue_second_best_count,rf_second_best_score,boundary_second_best_score,source_alignment_score,target_alignment_score,neighbor_score
18,20,4,6,7,0,800.415329707782,270,150,90,30,0,0,0,0,0.25,0.75,1.15
18,12,5,6,4,0,1386.36001821087,270,270,180,0,0,0,0,0,0,1,0.983012701892219
18,17,6,6,6,1,0,270,150,120,120,2,0,0.2,0,0,0,0.95
18,9,7,6,3,0,1600.83065941556,270,270,150,30,0,0,0,0,0,0.75,0.766666666666667
18,21,8,6,7,0,800.415329707782,270,270,90,90,0,0,0,0,0.25,0.25,0.75
18,5,9,6,2,0,1386.36001821087,270,150,120,60,0,0,0,0,0,0.5,0.583012701892219
18,6,10,6,2,0,1386.36001821087,270,270,120,60,0,0,0,0,0,0.5,0.583012701892219
18,19,11,6,7,0,800.415329707782,270,30,90,150,0,0,0,0,0.25,0,0.55
18,2,12,6,1,0,800.415329707782,270,150,150,90,0,0,0,0,0,0.25,0.45
18,13,13,6,5,0,800.415329707782,270,30,150,90,0,0,0,0,0,0.25,0.45
18,8,14,6,3,0,1600.83065941556,270,150,150,90,0,0,0,0,0,0.25,0.366666666666667
18,1,15,6,1,0,800.415329707782,270,30,150,150,0,0,0,0,0,0,0.25
18,14,16,6,5,0,800.415329707782,270,150,150,150,0,0,0,0,0,0,0.25
18,4,17,6,2,0,1386.36001821087,270,30,120,180,0,0,0,0,0,0,0.183012701892219
18,10,18,6,4,0,1386.36001821087,270,30,180,120,0,0,0,0,0,0,0.183012701892219
18,11,19,6,4,0,1386.36001821087,270,150,180,120,0,0,0,0,0,0,0.183012701892219
18,7,20,6,3,0,1600.83065941556,270,30,150,150,0,0,0,0,0,0,0.166666666666667
19,6,1,7,2,0,800.415329707782,30,270,30,30,16,10,1,1,0.75,0.75,7.75
19,21,2,7,7,1,0,30,270,120,120,7,5,0.4375,0.5,0,0,2.9
19,20,3,7,7,1,0,30,150,120,120,6,3,0.375,0.3,0,0,2.25
19,9,4,7,3,0,1386.36001821087,30,270,60,0,0,0,0,0,0.5,1,1.58301270189222
19,5,5,7,2,0,800.415329707782,30,150,30,90,0,0,0,0,0.75,0.25,1.35
19,3,6,7,1,0,800.415329707782,30,270,90,30,0,0,0,0,0.25,0.75,1.15
19,4,7,7,2,0,800.415329707782,30,30,30,150,0,0,0,0,0.75,0,1.15
19,12,8,7,4,0,1600.83065941556,30,270,90,30,0,0,0,0,0.25,0.75,1.06666666666667
19,16,9,7,6,0,800.415329707782,30,30,150,30,0,0,0,0,0,0.75,0.85
19,7,10,7,3,0,1386.36001821087,30,30,60,120,0,0,0,0,0.5,0,0.783012701892219
19,8,11,7,3,0,1386.36001821087,30,150,60,120,0,0,0,0,0.5,0,0.783012701892219
19,1,12,7,1,0,800.415329707782,30,30,90,90,0,0,0,0,0.25,0.25,0.75
19,10,13,7,4,0,1600.83065941556,30,30,90,90,0,0,0,0,0.25,0.25,0.666666666666667
19,13,14,7,5,0,1386.36001821087,30,30,120,60,0,0,0,0,0,0.5,0.583012701892219
19,15,15,7,5,0,1386.36001821087,30,270,120,60,0,0,0,0,0,0.5,0.583012701892219
19,2,16,7,1,0,800.415329707782,30,150,90,150,0,0,0,0,0.25,0,0.55
19,11,17,7,4,0,1600.83065941556,30,150,90,150,0,0,0,0,0.25,0,0.466666666666667
19,18,18,7,6,0,800.415329707782,30,270,150,90,0,0,0,0,0,0.25,0.45
19,17,19,7,6,0,800.415329707782,30,150,150,150,0,0,0,0,0,0,0.25
19,14,20,7,5,0,1386.36001821087,30,150,120,180,0,0,0,0,0,0,0.183012701892219
20,3,1,7,1,0,800.415329707782,150,270,30,30,9,4,1,1,0.75,0.75,7.75
20,16,2,7,6,0,800.415329707782,150,30,30,30,6,3,0.666666666666667,0.75,0.75,0.75,5.91666666666667
20,21,3,7,7,1,0,150,270,120,120,3,3,0.333333333333333,0.75,0,0,2.98333333333333
20,13,4,7,5,0,1386.36001821087,150,30,0,60,0,0,0,0,1,0.5,1.78301270189222
20,15,5,7,5,0,1386.36001821087,150,270,0,60,0,0,0,0,1,0.5,1.78301270189222
20,12,6,7,4,0,1600.83065941556,150,270,30,30,0,0,0,0,0.75,0.75,1.66666666666667
20,9,7,7,3,0,1386.36001821087,150,270,60,0,0,0,0,0,0.5,1,1.58301270189222
20,19,8,7,7,1,0,150,30,120,120,2,1,0.222222222222222,0.25,0,0,1.53888888888889
20,14,9,7,5,0,1386.36001821087,150,150,0,180,0,0,0,0,1,0,1.38301270189222
20,1,10,7,1,0,800.415329707782,150,30,30,90,0,0,0,0,0.75,0.25,1.35
20,18,11,7,6,0,800.415329707782,150,270,30,90,0,0,0,0,0.75,0.25,1.35
20,10,12,7,4,0,1600.83065941556,150,30,30,90,0,0,0,0,0.75,0.25,1.26666666666667
20,6,13,7,2,0,800.415329707782,150,270,90,30,0,0,0,0,0.25,0.75,1.15
20,2,14,7,1,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
20,17,15,7,6,0,800.415329707782,150,150,30,150,0,0,0,0,0.75,0,1.15
20,11,16,7,4,0,1600.83065941556,150,150,30,150,0,0,0,0,0.75,0,1.06666666666667
20,7,17,7,3,0,1386.36001821087,150,30,60,120,0,0,0,0,0.5,0,0.783012701892219
20,8,18,7,3,0,1386.36001821087,150,150,60,120,0,0,0,0,0.5,0,0.783012701892219
20,5,19,7,2,0,800.415329707782,150,150,90,90,0,0,0,0,0.25,0.25,0.75
20,4,20,7,2,0,800.415329707782,150,30,90,150,0,0,0,0,0.25,0,0.55
21,19,1,7,7,1,0,270,30,120,120,10,2,1,1,0,0,6.15
21,6,2,7,2,0,800.415329707782,270,270,150,30,9,0,0.9,0,0,0.75,4.45
21,20,3,7,7,1,0,270,150,120,120,3,1,0.3,0.5,0,0,2.35
21,3,4,7,1,0,800.415329707782,270,270,150,30,1,0,0.1,0,0,0.75,1.25
21,16,5,7,6,0,800.415329707782,270,30,90,30,0,0,0,0,0.25,0.75,1.15
21,9,6,7,3,0,1386.36001821087,270,270,180,0,0,0,0,0,0,1,0.983012701892219
21,12,7,7,4,0,1600.83065941556,270,270,150,30,0,0,0,0,0,0.75,0.766666666666667
21,18,8,7,6,0,800.415329707782,270,270,90,90,0,0,0,0,0.25,0.25,0.75
21,13,9,7,5,0,1386.36001821087,270,30,120,60,0,0,0,0,0,0.5,0.583012701892219
21,15,10,7,5,0,1386.36001821087,270,270,120,60,0,0,0,0,0,0.5,0.583012701892219
21,17,11,7,6,0,800.415329707782,270,150,90,150,0,0,0,0,0.25,0,0.55
21,1,12,7,1,0,800.415329707782,270,30,150,90,0,0,0,0,0,0.25,0.45
21,5,13,7,2,0,800.415329707782,270,150,150,90,0,0,0,0,0,0.25,0.45
21,10,14,7,4,0,1600.83065941556,270,30,150,90,0,0,0,0,0,0.25,0.366666666666667
21,2,15,7,1,0,800.415329707782,270,150,150,150,0,0,0,0,0,0,0.25
21,4,16,7,2,0,800.415329707782,270,30,150,150,0,0,0,0,0,0,0.25
21,7,17,7,3,0,1386.36001821087,270,30,180,120,0,0,0,0,0,0,0.183012701892219
21,8,18,7,3,0,1386.36001821087,270,150,180,120,0,0,0,0,0,0,0.183012701892219
21,14,19,7,5,0,1386.36001821087,270,150,120,180,0,0,0,0,0,0,0.183012701892219
21,11,20,7,4,0,1600.83065941556,270,150,150,150,0,0,0,0,0,0,0.166666666666667
