module_name,model_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,oracle_selected_action_id,oracle_match_top1,oracle_match_top2,oracle_reward,selected_true_reward,regret
LB/MLB,Linear_Ridge,503,overload,12,3,14664,14664,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,504,overload,12,5,14671,14670,0,1,0.26125,0.17125,0.09
LB/MLB,Linear_Ridge,505,overload,12,6,14684,14680,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,506,overload,12,7,14705,14705,1,1,0.06625,0.06625,0
LB/MLB,Linear_Ridge,507,overload,12,8,14706,14706,1,1,0,0,0
LB/MLB,Linear_Ridge,508,overload,12,9,14723,14719,0,1,0,-0.0824220921391881,0.0824220921391881
LB/MLB,Linear_Ridge,509,overload,12,10,14740,14739,0,1,0.00152607602945076,-0.0884739239705492,0.09
LB/MLB,Linear_Ridge,510,overload,12,12,14747,14747,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,511,overload,12,13,14761,14760,0,1,-0.1338,-0.220202436731007,0.086402436731007
LB/MLB,Linear_Ridge,512,overload,12,14,14781,14781,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,513,overload,12,15,14784,14784,1,1,0,0,0
LB/MLB,Linear_Ridge,514,overload,12,16,14797,14797,1,1,0,0,0
LB/MLB,Linear_Ridge,515,overload,12,17,14812,14812,1,1,-0.1338,-0.1338,0
LB/MLB,Linear_Ridge,516,overload,12,18,14833,14833,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,517,overload,12,19,14842,14842,1,1,-0.1338,-0.1338,0
LB/MLB,Linear_Ridge,518,overload,12,20,14859,14859,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,541,overload,13,1,15150,15150,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,542,overload,13,2,15165,15161,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,543,overload,13,3,15178,15174,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,544,overload,13,6,15195,15187,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,545,overload,13,7,15200,15200,1,1,0,0,0
LB/MLB,Linear_Ridge,546,overload,13,8,15213,15213,1,1,0,0,0
LB/MLB,Linear_Ridge,547,overload,13,9,15237,15236,0,1,-0.1338,-0.152114420971201,0.018314420971201
LB/MLB,Linear_Ridge,548,overload,13,10,15249,15249,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,549,overload,13,11,15252,15252,1,1,0,0,0
LB/MLB,Linear_Ridge,550,overload,13,12,15265,15265,1,1,0,0,0
LB/MLB,Linear_Ridge,551,overload,13,13,15286,15278,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,552,overload,13,14,15291,15291,1,1,0,0,0
LB/MLB,Linear_Ridge,553,overload,13,15,15316,15304,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,554,overload,13,16,15317,15317,1,1,0,0,0
LB/MLB,Linear_Ridge,555,overload,13,17,15330,15330,1,1,0,0,0
LB/MLB,Linear_Ridge,556,overload,13,18,15347,15343,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,557,overload,13,19,15364,15356,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,558,overload,13,20,15377,15369,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,559,overload,13,21,15382,15382,1,1,0,0,0
LB/MLB,Linear_Ridge,581,normal,14,12,15676,15675,0,0,0.253336968086199,0.17125,0.082086968086199
LB/MLB,Linear_Ridge,582,normal,14,15,15693,15693,1,1,0.0496621311874375,0.0496621311874375,0
LB/MLB,Linear_Ridge,584,overload,14,1,15718,15717,0,1,-0.1338,-0.138640725292252,0.00484072529225199
LB/MLB,Linear_Ridge,585,overload,14,2,15720,15720,1,1,0,0,0
LB/MLB,Linear_Ridge,586,overload,14,4,15733,15733,1,1,0,0,0
LB/MLB,Linear_Ridge,587,overload,14,5,15754,15746,0,0,0,-0.703749999999999,0.703749999999999
LB/MLB,Linear_Ridge,588,overload,14,6,15771,15770,0,1,-0.00140430236559004,-0.00280860473118,0.00140430236558996
LB/MLB,Linear_Ridge,589,overload,14,7,15774,15774,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,590,overload,14,9,15785,15785,1,1,0,0,0
LB/MLB,Linear_Ridge,591,overload,14,10,15800,15800,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,592,overload,14,11,15818,15818,1,1,0.0319825215707537,0.0319825215707537,0
LB/MLB,Linear_Ridge,593,overload,14,12,15824,15824,1,1,0,0,0
LB/MLB,Linear_Ridge,594,overload,14,13,15845,15837,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,595,overload,14,14,15850,15850,1,1,0,0,0
LB/MLB,Linear_Ridge,596,overload,14,15,15873,15873,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,597,overload,14,16,15880,15879,0,1,0.255353264755623,0.17125,0.084103264755623
LB/MLB,Linear_Ridge,598,overload,14,17,15901,15889,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,599,overload,14,18,15908,15908,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,600,overload,14,19,15927,15926,0,1,0.0710095313072528,0.06625,0.00475953130725279
LB/MLB,Linear_Ridge,601,overload,14,21,15940,15939,0,1,0.242606461354412,0.17125,0.071356461354412
LB/MLB,Linear_Ridge,624,overload,15,1,16234,16233,0,1,-0.1338,-0.194651115206165,0.060851115206165
LB/MLB,Linear_Ridge,625,overload,15,2,16248,16247,0,1,-0.076381129789331,-0.166381129789331,0.09
LB/MLB,Linear_Ridge,626,overload,15,3,16261,16253,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,627,overload,15,4,16278,16278,1,1,0.0315120684507848,0.0315120684507848,0
LB/MLB,Linear_Ridge,628,overload,15,5,16285,16285,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,629,overload,15,6,16296,16295,0,1,0.180498402437508,0.0904984024375077,0.0900000000000003
LB/MLB,Linear_Ridge,630,overload,15,7,16309,16308,0,0,0.26125,0.17125,0.09
LB/MLB,Linear_Ridge,631,overload,15,11,16326,16325,0,0,-0.0109514471547328,-0.0219028943094653,0.0109514471547325
LB/MLB,Linear_Ridge,632,overload,15,12,16343,16343,1,1,0.06625,0.06625,0
LB/MLB,Linear_Ridge,633,overload,15,15,16352,16351,0,1,-0.0763811297893309,-0.166381129789331,0.0900000000000001
LB/MLB,Linear_Ridge,634,overload,15,16,16369,16357,0,0,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,635,overload,15,17,16370,16370,1,1,0,0,0
LB/MLB,Linear_Ridge,636,overload,15,18,16383,16383,1,1,0,0,0
LB/MLB,Linear_Ridge,637,overload,15,20,16396,16396,1,1,0,0,0
LB/MLB,Linear_Ridge,638,overload,15,21,16413,16412,0,1,0.180498402437508,0.0904984024375077,0.0900000000000003
LB/MLB,Linear_Ridge,640,handover_stress,16,12,16443,16435,0,0,0,-0.162799920971922,0.162799920971922
LB/MLB,Linear_Ridge,641,handover_stress,16,16,16460,16459,0,0,-0.0376068534224859,-0.0752137068449718,0.0376068534224859
LB/MLB,Linear_Ridge,674,handover_stress,17,12,16885,16884,0,0,0.119854897805275,0.06625,0.053604897805275
LB/MLB,Linear_Ridge,724,outage_sector,18,14,17531,17530,0,0,-0.0265677932647433,-0.0531355865294867,0.0265677932647434
LB/MLB,Linear_Ridge,744,mixed_conflict,19,3,17791,17790,0,1,-0.0253822742620194,-0.157051787238324,0.131669512976305
LB/MLB,Linear_Ridge,745,mixed_conflict,19,4,17808,17807,0,1,0.0828676368966002,0.06625,0.0166176368966002
LB/MLB,Linear_Ridge,746,mixed_conflict,19,5,17817,17816,0,1,0.26125,0.17125,0.09
LB/MLB,Linear_Ridge,747,mixed_conflict,19,6,17832,17832,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,748,mixed_conflict,19,7,17847,17846,0,0,0.084969746098823,0.06625,0.018719746098823
LB/MLB,Linear_Ridge,749,mixed_conflict,19,8,17856,17855,0,1,0.26125,0.17125,0.09
LB/MLB,Linear_Ridge,750,mixed_conflict,19,11,17869,17868,0,1,-0.0386537230535165,-0.0773074461070331,0.0386537230535166
LB/MLB,Linear_Ridge,751,mixed_conflict,19,12,17890,17889,0,1,0.26125,0.17125,0.09
LB/MLB,Linear_Ridge,752,mixed_conflict,19,13,17893,17893,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,753,mixed_conflict,19,14,17914,17914,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,754,mixed_conflict,19,15,17921,17917,0,1,0,-0.70375,0.70375
LB/MLB,Linear_Ridge,755,mixed_conflict,19,17,17936,17936,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,756,mixed_conflict,19,19,17949,17949,1,1,-0.1275,-0.1275,0
LB/MLB,Linear_Ridge,757,mixed_conflict,19,20,17962,17962,1,1,-0.127499999999999,-0.127499999999999,0
LB/MLB,Linear_Ridge,839,normal,21,13,19026,19022,0,0,0,-0.12824656427272,0.12824656427272
LB/MLB,Linear_Ridge,840,normal,21,18,19043,19035,0,0,0,-0.172421603813939,0.172421603813939
LB/MLB,Random_Forest,67,mixed_conflict,1,2,8997,8997,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,68,mixed_conflict,1,3,9005,9005,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,69,mixed_conflict,1,6,9022,9022,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,70,mixed_conflict,1,8,9031,9031,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,71,mixed_conflict,1,10,9048,9048,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,72,mixed_conflict,1,11,9051,9051,1,1,0,0,0
LB/MLB,Random_Forest,73,mixed_conflict,1,12,9064,9064,1,1,0,0,0
LB/MLB,Random_Forest,74,mixed_conflict,1,13,9088,9088,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,75,mixed_conflict,1,14,9097,9097,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,76,mixed_conflict,1,16,9113,9113,1,1,-0.1275,-0.1275,0
LB/MLB,Random_Forest,77,mixed_conflict,1,19,9126,9126,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,78,mixed_conflict,1,20,9129,9129,1,1,0,0,0
LB/MLB,Random_Forest,79,mixed_conflict,1,21,9152,9152,1,1,-0.1338,-0.1338,0
LB/MLB,Random_Forest,81,overload,1,2,9179,9179,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,Random_Forest,82,overload,1,4,9188,9188,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,Random_Forest,83,overload,1,5,9197,9197,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,Random_Forest,84,overload,1,6,9207,9207,1,1,0,0,0
LB/MLB,Random_Forest,85,overload,1,8,9227,9227,1,1,-0.0675551058668644,-0.0675551058668644,0
LB/MLB,Random_Forest,86,overload,1,9,9236,9236,1,1,0.184543373614499,0.184543373614499,0
LB/MLB,Random_Forest,87,overload,1,10,9246,9246,1,1,0,0,0
LB/MLB,Random_Forest,88,overload,1,11,9259,9259,1,1,0,0,0
LB/MLB,Random_Forest,89,overload,1,12,9272,9272,1,1,0,0,0
LB/MLB,Random_Forest,90,overload,1,13,9285,9285,1,1,0,0,0
LB/MLB,Random_Forest,91,overload,1,14,9305,9305,1,1,-0.0294387501523238,-0.0294387501523238,0
LB/MLB,Random_Forest,92,overload,1,15,9314,9314,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,93,overload,1,16,9331,9332,0,1,0.0428336777262986,0.0214168388631494,0.0214168388631492
LB/MLB,Random_Forest,94,overload,1,18,9337,9337,1,1,0,0,0
LB/MLB,Random_Forest,95,overload,1,19,9350,9350,1,1,0,0,0
LB/MLB,Random_Forest,96,overload,1,20,9366,9366,1,1,0.26125,0.26125,0
LB/MLB,Random_Forest,97,overload,1,21,9376,9376,1,1,0,0,0
LB/MLB,Random_Forest,99,mixed_conflict,2,1,9402,9402,1,1,0,0,0
LB/MLB,Random_Forest,100,mixed_conflict,2,3,9425,9425,1,1,-0.1275,-0.1275,0
