module_name,oracle_group_id,scenario_name,realization_id,source_sector_id,top1_predicted_action_id,top1_action_type,oracle_selected_action_id,oracle_match_top1,oracle_match_top2,selected_action_safety_valid
LB/MLB,104,mixed_conflict,2,7,9469,cio_bias_to_neighbor,9467,0,0,0
LB/MLB,105,mixed_conflict,2,8,9480,no_op,9480,1,1,0
LB/MLB,106,mixed_conflict,2,9,9493,no_op,9493,1,1,0
LB/MLB,107,mixed_conflict,2,10,9506,no_op,9506,1,1,0
LB/MLB,108,mixed_conflict,2,11,9530,cio_bias_to_neighbor,9529,0,0,0
LB/MLB,109,mixed_conflict,2,12,9538,cio_bias_to_neighbor,9534,0,0,0
LB/MLB,110,mixed_conflict,2,13,9545,no_op,9547,0,0,0
LB/MLB,111,mixed_conflict,2,15,9560,cio_bias_to_neighbor,9568,0,0,0
LB/MLB,112,mixed_conflict,2,16,9582,cio_bias_to_neighbor,9582,1,1,1
LB/MLB,113,mixed_conflict,2,17,9584,no_op,9584,1,1,0
LB/MLB,114,mixed_conflict,2,19,9597,no_op,9597,1,1,1
LB/MLB,115,mixed_conflict,2,20,9610,no_op,9610,1,1,0
LB/MLB,116,mixed_conflict,2,21,9623,no_op,9625,0,0,0
LB/MLB,118,outage_sector,2,17,9649,no_op,9649,1,1,1
LB/MLB,119,outage_sector,2,20,9662,no_op,9662,1,1,1
LB/MLB,138,degraded_sector,3,1,9913,cio_bias_to_neighbor,9913,1,1,1
LB/MLB,142,mixed_conflict,3,4,9961,no_op,9961,1,1,1
LB/MLB,143,mixed_conflict,3,5,9977,cio_bias_to_neighbor,9976,0,0,0
LB/MLB,144,mixed_conflict,3,6,9987,no_op,9987,1,1,0
LB/MLB,145,mixed_conflict,3,7,10000,no_op,10000,1,1,1
LB/MLB,146,mixed_conflict,3,8,10013,no_op,10013,1,1,1
LB/MLB,147,mixed_conflict,3,9,10026,no_op,10028,0,0,0
LB/MLB,148,mixed_conflict,3,10,10039,no_op,10041,0,0,0
LB/MLB,149,mixed_conflict,3,11,10052,no_op,10052,1,1,1
LB/MLB,150,mixed_conflict,3,12,10068,cio_bias_to_neighbor,10068,1,1,1
LB/MLB,151,mixed_conflict,3,13,10089,cio_bias_to_neighbor,10089,1,1,1
LB/MLB,152,mixed_conflict,3,14,10102,cio_bias_to_neighbor,10102,1,1,1
LB/MLB,153,mixed_conflict,3,16,10111,cio_bias_to_neighbor,10111,1,1,1
LB/MLB,154,mixed_conflict,3,19,10117,no_op,10117,1,1,0
LB/MLB,155,mixed_conflict,3,20,10133,cio_bias_to_neighbor,10133,1,1,1
LB/MLB,156,mixed_conflict,3,21,10143,no_op,10143,1,1,0
LB/MLB,157,normal,3,3,10160,cio_bias_to_neighbor,10160,1,1,1
LB/MLB,176,degraded_sector,4,6,10403,no_op,10403,1,1,1
LB/MLB,177,degraded_sector,4,12,10419,cio_bias_to_neighbor,10419,1,1,1
LB/MLB,178,degraded_sector,4,13,10433,cio_bias_to_neighbor,10433,1,1,1
LB/MLB,179,degraded_sector,4,17,10442,no_op,10442,1,1,1
LB/MLB,180,handover_stress,4,2,10455,no_op,10455,1,1,1
LB/MLB,181,handover_stress,4,16,10471,cio_bias_to_neighbor,10471,1,1,1
LB/MLB,217,handover_stress,5,3,10939,cio_bias_to_neighbor,10939,1,1,1
LB/MLB,218,handover_stress,5,4,10952,cio_bias_to_neighbor,10952,1,1,1
LB/MLB,219,handover_stress,5,20,10962,no_op,10962,1,1,1
LB/MLB,237,outage_sector,5,1,11199,cio_bias_to_neighbor,11199,1,1,1
LB/MLB,256,degraded_sector,6,2,11446,cio_bias_to_neighbor,11446,1,1,1
LB/MLB,257,degraded_sector,6,16,11456,no_op,11456,1,1,1
LB/MLB,258,degraded_sector,6,20,11469,no_op,11469,1,1,1
LB/MLB,278,outage_sector,6,9,11740,cio_bias_to_neighbor,11732,0,0,1
LB/MLB,279,outage_sector,6,18,11742,no_op,11742,1,1,1
LB/MLB,338,mixed_conflict,8,1,12511,cio_bias_to_neighbor,12509,0,0,0
LB/MLB,339,mixed_conflict,8,2,12522,no_op,12522,1,1,0
LB/MLB,340,mixed_conflict,8,3,12535,no_op,12537,0,0,0
LB/MLB,341,mixed_conflict,8,4,12548,no_op,12548,1,1,1
LB/MLB,342,mixed_conflict,8,5,12561,no_op,12571,0,0,0
LB/MLB,343,mixed_conflict,8,6,12574,no_op,12580,0,0,0
LB/MLB,344,mixed_conflict,8,7,12590,cio_bias_to_neighbor,12590,1,1,1
LB/MLB,345,mixed_conflict,8,9,12600,no_op,12600,1,1,0
LB/MLB,346,mixed_conflict,8,10,12616,cio_bias_to_neighbor,12616,1,1,1
LB/MLB,347,mixed_conflict,8,11,12633,cio_bias_to_neighbor,12633,1,1,1
LB/MLB,348,mixed_conflict,8,12,12639,no_op,12639,1,1,0
LB/MLB,349,mixed_conflict,8,13,12652,no_op,12663,0,1,0
LB/MLB,350,mixed_conflict,8,16,12665,no_op,12665,1,1,1
LB/MLB,351,mixed_conflict,8,19,12680,cio_bias_to_neighbor,12678,0,0,0
LB/MLB,352,mixed_conflict,8,20,12693,cio_bias_to_neighbor,12697,0,1,0
LB/MLB,353,mixed_conflict,8,21,12706,cio_bias_to_neighbor,12704,0,0,0
LB/MLB,445,degraded_sector,11,8,13900,no_op,13900,1,1,1
LB/MLB,503,overload,12,3,14654,no_op,14664,0,0,0
LB/MLB,504,overload,12,5,14670,cio_bias_to_neighbor,14670,1,1,1
LB/MLB,505,overload,12,6,14680,no_op,14680,1,1,0
LB/MLB,506,overload,12,7,14705,cio_bias_to_neighbor,14705,1,1,1
LB/MLB,507,overload,12,8,14708,cio_bias_to_neighbor,14706,0,0,0
LB/MLB,508,overload,12,9,14719,no_op,14719,1,1,1
LB/MLB,509,overload,12,10,14739,cio_bias_to_neighbor,14739,1,1,1
LB/MLB,510,overload,12,12,14745,no_op,14747,0,0,0
LB/MLB,511,overload,12,13,14760,cio_bias_to_neighbor,14760,1,1,1
LB/MLB,512,overload,12,14,14771,no_op,14781,0,0,0
LB/MLB,513,overload,12,15,14784,no_op,14784,1,1,1
LB/MLB,514,overload,12,16,14797,no_op,14797,1,1,0
LB/MLB,515,overload,12,17,14816,cio_bias_to_neighbor,14812,0,0,0
LB/MLB,516,overload,12,18,14823,no_op,14833,0,0,0
LB/MLB,517,overload,12,19,14842,cio_bias_to_neighbor,14842,1,1,1
LB/MLB,518,overload,12,20,14860,cio_bias_to_neighbor,14859,0,0,0
LB/MLB,541,overload,13,1,15151,cio_bias_to_neighbor,15150,0,0,0
LB/MLB,542,overload,13,2,15161,no_op,15161,1,1,0
LB/MLB,543,overload,13,3,15174,no_op,15174,1,1,0
LB/MLB,544,overload,13,6,15187,no_op,15187,1,1,0
LB/MLB,545,overload,13,7,15202,cio_bias_to_neighbor,15200,0,0,0
LB/MLB,546,overload,13,8,15213,no_op,15213,1,1,0
LB/MLB,547,overload,13,9,15237,cio_bias_to_neighbor,15236,0,1,1
LB/MLB,548,overload,13,10,15250,cio_bias_to_neighbor,15249,0,0,0
LB/MLB,549,overload,13,11,15254,cio_bias_to_neighbor,15252,0,0,0
LB/MLB,550,overload,13,12,15267,cio_bias_to_neighbor,15265,0,0,0
LB/MLB,551,overload,13,13,15278,no_op,15278,1,1,0
LB/MLB,552,overload,13,14,15293,cio_bias_to_neighbor,15291,0,0,0
LB/MLB,553,overload,13,15,15304,no_op,15304,1,1,0
LB/MLB,554,overload,13,16,15319,cio_bias_to_neighbor,15317,0,0,0
LB/MLB,555,overload,13,17,15332,cio_bias_to_neighbor,15330,0,0,0
LB/MLB,556,overload,13,18,15343,no_op,15343,1,1,0
LB/MLB,557,overload,13,19,15356,no_op,15356,1,1,0
LB/MLB,558,overload,13,20,15369,no_op,15369,1,1,0
LB/MLB,559,overload,13,21,15384,cio_bias_to_neighbor,15382,0,0,0
LB/MLB,581,normal,14,12,15675,cio_bias_to_neighbor,15671,0,0,1
LB/MLB,582,normal,14,15,15689,cio_bias_to_neighbor,15689,1,1,1
LB/MLB,584,overload,14,1,15718,cio_bias_to_neighbor,15717,0,1,1
LB/MLB,585,overload,14,2,15722,cio_bias_to_neighbor,15720,0,0,0
LB/MLB,586,overload,14,4,15735,cio_bias_to_neighbor,15733,0,0,0
LB/MLB,587,overload,14,5,15746,no_op,15746,1,1,0
LB/MLB,588,overload,14,6,15771,cio_bias_to_neighbor,15770,0,1,1
LB/MLB,589,overload,14,7,15775,cio_bias_to_neighbor,15774,0,0,0
LB/MLB,590,overload,14,9,15787,cio_bias_to_neighbor,15785,0,0,0
LB/MLB,591,overload,14,10,15801,cio_bias_to_neighbor,15800,0,0,0
LB/MLB,592,overload,14,11,15818,cio_bias_to_neighbor,15818,1,1,1
LB/MLB,593,overload,14,12,15826,cio_bias_to_neighbor,15824,0,0,0
LB/MLB,594,overload,14,13,15837,no_op,15837,1,1,0
LB/MLB,595,overload,14,14,15850,no_op,15850,1,1,1
LB/MLB,596,overload,14,15,15863,no_op,15873,0,0,0
LB/MLB,597,overload,14,16,15879,cio_bias_to_neighbor,15879,1,1,1
LB/MLB,598,overload,14,17,15889,no_op,15889,1,1,0
LB/MLB,599,overload,14,18,15909,cio_bias_to_neighbor,15908,0,0,0
LB/MLB,600,overload,14,19,15926,cio_bias_to_neighbor,15926,1,1,1
LB/MLB,601,overload,14,21,15939,cio_bias_to_neighbor,15939,1,1,1
LB/MLB,624,overload,15,1,16233,cio_bias_to_neighbor,16233,1,1,1
LB/MLB,625,overload,15,2,16247,cio_bias_to_neighbor,16247,1,1,1
LB/MLB,626,overload,15,3,16253,no_op,16253,1,1,0
LB/MLB,627,overload,15,4,16277,cio_bias_to_neighbor,16278,0,1,1
LB/MLB,628,overload,15,5,16286,cio_bias_to_neighbor,16285,0,0,0
LB/MLB,629,overload,15,6,16295,cio_bias_to_neighbor,16295,1,1,1
LB/MLB,630,overload,15,7,16312,cio_bias_to_neighbor,16308,0,1,1
LB/MLB,631,overload,15,11,16322,cio_bias_to_neighbor,16321,0,0,1
LB/MLB,632,overload,15,12,16343,cio_bias_to_neighbor,16343,1,1,1
LB/MLB,633,overload,15,15,16351,cio_bias_to_neighbor,16351,1,1,1
LB/MLB,634,overload,15,16,16357,no_op,16357,1,1,0
LB/MLB,635,overload,15,17,16372,cio_bias_to_neighbor,16370,0,0,0
LB/MLB,636,overload,15,18,16385,cio_bias_to_neighbor,16383,0,0,0
LB/MLB,637,overload,15,20,16396,no_op,16396,1,1,0
LB/MLB,638,overload,15,21,16412,cio_bias_to_neighbor,16412,1,1,1
LB/MLB,640,handover_stress,16,12,16435,no_op,16435,1,1,1
LB/MLB,641,handover_stress,16,16,16451,cio_bias_to_neighbor,16451,1,1,1
LB/MLB,674,handover_stress,17,12,16888,cio_bias_to_neighbor,16884,0,1,1
LB/MLB,724,outage_sector,18,14,17534,cio_bias_to_neighbor,17530,0,1,1
LB/MLB,744,mixed_conflict,19,3,17790,cio_bias_to_neighbor,17790,1,1,1
LB/MLB,745,mixed_conflict,19,4,17807,cio_bias_to_neighbor,17807,1,1,1
LB/MLB,746,mixed_conflict,19,5,17816,cio_bias_to_neighbor,17816,1,1,1
LB/MLB,747,mixed_conflict,19,6,17833,cio_bias_to_neighbor,17832,0,0,0
LB/MLB,748,mixed_conflict,19,7,17850,cio_bias_to_neighbor,17846,0,1,1
LB/MLB,749,mixed_conflict,19,8,17855,cio_bias_to_neighbor,17855,1,1,1
LB/MLB,750,mixed_conflict,19,11,17865,no_op,17868,0,1,0
LB/MLB,751,mixed_conflict,19,12,17889,cio_bias_to_neighbor,17889,1,1,1
LB/MLB,752,mixed_conflict,19,13,17891,no_op,17893,0,0,0
LB/MLB,753,mixed_conflict,19,14,17904,no_op,17914,0,0,0
LB/MLB,754,mixed_conflict,19,15,17917,no_op,17917,1,1,0
LB/MLB,755,mixed_conflict,19,17,17937,cio_bias_to_neighbor,17936,0,0,0
LB/MLB,756,mixed_conflict,19,19,17943,no_op,17949,0,0,0
LB/MLB,757,mixed_conflict,19,20,17963,cio_bias_to_neighbor,17962,0,0,0
LB/MLB,839,normal,21,13,19022,no_op,19022,1,1,1
LB/MLB,840,normal,21,18,19035,no_op,19035,1,1,1
ES,860,handover_stress,1,3,19296,sleep,19295,0,1,0
ES,861,low_load,1,2,19299,sleep,19299,1,1,1
ES,862,low_load,1,3,19301,keep_active,19301,1,1,1
ES,863,low_load,1,4,19304,sleep,19303,0,1,0
ES,864,low_load,1,5,19307,sleep,19306,0,1,0
ES,865,low_load,1,7,19310,sleep,19309,0,1,0
ES,866,low_load,1,8,19313,sleep,19313,1,1,1
ES,867,low_load,1,9,19316,sleep,19316,1,1,1
ES,868,low_load,1,10,19319,sleep,19318,0,1,0
ES,869,low_load,1,11,19322,sleep,19321,0,1,0
ES,870,low_load,1,14,19325,sleep,19324,0,1,0
ES,871,low_load,1,15,19327,keep_active,19327,1,1,1
ES,872,low_load,1,16,19330,sleep,19330,1,1,1
ES,873,low_load,1,17,19333,sleep,19332,0,1,0
ES,874,low_load,1,18,19336,sleep,19336,1,1,1
ES,875,low_load,1,19,19339,sleep,19339,1,1,1
ES,876,low_load,1,20,19342,sleep,19341,0,1,0
ES,900,handover_stress,2,6,19411,sleep,19410,0,1,0
ES,901,handover_stress,2,7,19414,sleep,19413,0,1,0
ES,902,low_load,2,1,19417,sleep,19417,1,1,1
ES,903,low_load,2,2,19420,sleep,19420,1,1,1
ES,904,low_load,2,4,19423,sleep,19422,0,1,0
ES,905,low_load,2,5,19426,sleep,19425,0,1,0
ES,906,low_load,2,6,19429,sleep,19428,0,1,0
ES,907,low_load,2,7,19432,sleep,19431,0,1,0
ES,908,low_load,2,8,19435,sleep,19434,0,1,0
ES,909,low_load,2,10,19438,sleep,19437,0,1,0
ES,910,low_load,2,11,19441,sleep,19440,0,1,0
ES,911,low_load,2,12,19444,sleep,19443,0,1,0
ES,912,low_load,2,13,19447,sleep,19447,1,1,1
ES,913,low_load,2,14,19450,sleep,19450,1,1,1
ES,914,low_load,2,15,19453,sleep,19452,0,1,0
ES,915,low_load,2,16,19456,sleep,19456,1,1,1
ES,916,low_load,2,17,19459,sleep,19459,1,1,1
ES,917,low_load,2,18,19462,sleep,19461,0,1,0
ES,918,low_load,2,19,19465,sleep,19464,0,1,0
ES,919,low_load,2,20,19468,sleep,19467,0,1,0
ES,920,low_load,2,21,19471,sleep,19471,1,1,1
ES,940,normal,2,2,19529,sleep,19529,1,1,1
ES,941,normal,2,7,19532,sleep,19531,0,1,0
ES,942,normal,2,21,19535,sleep,19535,1,1,1
ES,947,degraded_sector,3,10,19549,sleep,19549,1,1,1
ES,949,low_load,3,1,19554,keep_active,19554,1,1,1
ES,950,low_load,3,2,19557,sleep,19557,1,1,1
ES,951,low_load,3,3,19560,sleep,19559,0,1,0
ES,952,low_load,3,4,19563,sleep,19562,0,1,0
ES,953,low_load,3,5,19566,sleep,19565,0,1,0
ES,954,low_load,3,6,19569,sleep,19568,0,1,0
ES,955,low_load,3,7,19572,sleep,19571,0,1,0
ES,956,low_load,3,8,19575,sleep,19574,0,1,0
ES,957,low_load,3,9,19578,sleep,19578,1,1,1
ES,958,low_load,3,10,19581,sleep,19580,0,1,0
ES,959,low_load,3,11,19584,sleep,19583,0,1,0
ES,960,low_load,3,12,19587,sleep,19587,1,1,1
ES,961,low_load,3,14,19590,sleep,19589,0,1,0
ES,962,low_load,3,15,19593,sleep,19592,0,1,0
ES,963,low_load,3,17,19596,sleep,19596,1,1,1
ES,964,low_load,3,18,19599,sleep,19599,1,1,1
ES,965,low_load,3,20,19602,sleep,19601,0,1,0
ES,966,low_load,3,21,19605,sleep,19605,1,1,1
ES,987,outage_sector,3,3,19665,keep_active,19665,1,1,1
ES,988,outage_sector,3,13,19668,sleep,19667,0,1,0
ES,989,overload,3,7,19670,keep_active,19670,1,1,1
ES,990,degraded_sector,4,3,19673,sleep,19672,0,1,0
ES,991,degraded_sector,4,9,19676,sleep,19675,0,1,0
ES,1034,normal,4,12,19802,sleep,19802,1,1,1
ES,1082,outage_sector,5,5,19939,keep_active,19939,1,1,1
ES,1083,outage_sector,5,11,19942,sleep,19941,0,1,0
ES,1084,outage_sector,5,13,19945,sleep,19945,1,1,1
ES,1172,low_load,8,1,20200,keep_active,20200,1,1,1
ES,1173,low_load,8,3,20203,sleep,20202,0,1,0
ES,1174,low_load,8,4,20206,sleep,20205,0,1,0
ES,1175,low_load,8,5,20209,sleep,20209,1,1,1
ES,1176,low_load,8,6,20212,sleep,20211,0,1,0
ES,1177,low_load,8,7,20215,sleep,20214,0,1,0
ES,1178,low_load,8,8,20218,sleep,20218,1,1,1
ES,1179,low_load,8,10,20221,sleep,20221,1,1,1
ES,1180,low_load,8,11,20223,keep_active,20223,1,1,1
ES,1181,low_load,8,13,20225,keep_active,20225,1,1,1
ES,1182,low_load,8,14,20228,sleep,20227,0,1,0
ES,1183,low_load,8,15,20231,sleep,20231,1,1,1
ES,1184,low_load,8,16,20234,sleep,20234,1,1,1
ES,1185,low_load,8,17,20237,sleep,20236,0,1,0
ES,1186,low_load,8,18,20240,sleep,20240,1,1,1
ES,1187,low_load,8,20,20243,sleep,20242,0,1,0
ES,1188,low_load,8,21,20246,sleep,20246,1,1,1
ES,1206,normal,8,3,20297,keep_active,20297,1,1,1
ES,1207,normal,8,14,20299,keep_active,20299,1,1,1
ES,1234,low_load_energy_saving_candidate,9,2,20375,sleep,20374,0,1,0
ES,1235,low_load_energy_saving_candidate,9,3,20378,sleep,20378,1,1,1
ES,1236,low_load_energy_saving_candidate,9,4,20381,sleep,20380,0,1,0
ES,1237,low_load_energy_saving_candidate,9,5,20384,sleep,20384,1,1,1
ES,1238,low_load_energy_saving_candidate,9,7,20387,sleep,20386,0,1,0
ES,1239,low_load_energy_saving_candidate,9,8,20390,sleep,20389,0,1,0
ES,1240,low_load_energy_saving_candidate,9,9,20393,sleep,20392,0,1,0
ES,1241,low_load_energy_saving_candidate,9,10,20396,sleep,20396,1,1,1
ES,1242,low_load_energy_saving_candidate,9,11,20399,sleep,20398,0,1,0
ES,1243,low_load_energy_saving_candidate,9,12,20402,sleep,20402,1,1,1
ES,1244,low_load_energy_saving_candidate,9,13,20405,sleep,20404,0,1,0
ES,1245,low_load_energy_saving_candidate,9,14,20407,keep_active,20407,1,1,1
ES,1246,low_load_energy_saving_candidate,9,15,20410,sleep,20409,0,1,0
ES,1247,low_load_energy_saving_candidate,9,16,20413,sleep,20412,0,1,0
ES,1248,low_load_energy_saving_candidate,9,17,20416,sleep,20416,1,1,1
ES,1249,low_load_energy_saving_candidate,9,18,20419,sleep,20418,0,1,0
ES,1250,low_load_energy_saving_candidate,9,20,20422,sleep,20422,1,1,1
ES,1251,low_load_energy_saving_candidate,9,21,20425,sleep,20425,1,1,1
ES,1257,degraded_sector,10,5,20442,sleep,20441,0,1,0
ES,1258,degraded_sector,10,10,20444,keep_active,20444,1,1,1
ES,1339,mixed_conflict,11,2,20678,sleep,20678,1,1,1
ES,1423,normal,13,19,20920,sleep,20920,1,1,1
ES,1447,low_load_energy_saving_candidate,14,1,20988,sleep,20987,0,1,0
ES,1448,low_load_energy_saving_candidate,14,2,20991,sleep,20990,0,1,0
ES,1449,low_load_energy_saving_candidate,14,3,20994,sleep,20993,0,1,0
ES,1450,low_load_energy_saving_candidate,14,4,20997,sleep,20996,0,1,0
ES,1451,low_load_energy_saving_candidate,14,5,21000,sleep,20999,0,1,0
ES,1452,low_load_energy_saving_candidate,14,6,21003,sleep,21003,1,1,1
ES,1453,low_load_energy_saving_candidate,14,7,21005,keep_active,21005,1,1,1
ES,1454,low_load_energy_saving_candidate,14,8,21008,sleep,21007,0,1,0
ES,1455,low_load_energy_saving_candidate,14,9,21010,keep_active,21010,1,1,1
ES,1456,low_load_energy_saving_candidate,14,10,21013,sleep,21012,0,1,0
ES,1457,low_load_energy_saving_candidate,14,11,21016,sleep,21015,0,1,0
ES,1458,low_load_energy_saving_candidate,14,13,21019,sleep,21018,0,1,0
ES,1459,low_load_energy_saving_candidate,14,14,21022,sleep,21022,1,1,1
ES,1460,low_load_energy_saving_candidate,14,15,21025,sleep,21024,0,1,0
ES,1461,low_load_energy_saving_candidate,14,16,21028,sleep,21027,0,1,0
ES,1462,low_load_energy_saving_candidate,14,17,21031,sleep,21031,1,1,1
ES,1463,low_load_energy_saving_candidate,14,18,21034,sleep,21034,1,1,1
ES,1464,low_load_energy_saving_candidate,14,21,21037,sleep,21036,0,1,0
ES,1470,handover_stress,15,13,21054,sleep,21053,0,1,0
ES,1471,handover_stress,15,21,21057,sleep,21056,0,1,0
ES,1492,low_load_energy_saving_candidate,15,1,21119,sleep,21118,0,1,0
ES,1493,low_load_energy_saving_candidate,15,3,21122,sleep,21121,0,1,0
ES,1494,low_load_energy_saving_candidate,15,4,21125,sleep,21124,0,1,0
ES,1495,low_load_energy_saving_candidate,15,5,21128,sleep,21127,0,1,0
ES,1496,low_load_energy_saving_candidate,15,6,21131,sleep,21130,0,1,0
ES,1497,low_load_energy_saving_candidate,15,7,21134,sleep,21134,1,1,1
ES,1498,low_load_energy_saving_candidate,15,8,21137,sleep,21136,0,1,0
ES,1499,low_load_energy_saving_candidate,15,9,21140,sleep,21139,0,1,0
ES,1500,low_load_energy_saving_candidate,15,10,21143,sleep,21143,1,1,1
ES,1501,low_load_energy_saving_candidate,15,11,21146,sleep,21145,0,1,0
ES,1502,low_load_energy_saving_candidate,15,12,21149,sleep,21149,1,1,1
ES,1503,low_load_energy_saving_candidate,15,13,21152,sleep,21152,1,1,1
ES,1504,low_load_energy_saving_candidate,15,14,21155,sleep,21154,0,1,0
ES,1505,low_load_energy_saving_candidate,15,15,21158,sleep,21158,1,1,1
ES,1506,low_load_energy_saving_candidate,15,16,21161,sleep,21161,1,1,1
ES,1507,low_load_energy_saving_candidate,15,17,21164,sleep,21163,0,1,0
ES,1508,low_load_energy_saving_candidate,15,18,21167,sleep,21167,1,1,1
ES,1509,low_load_energy_saving_candidate,15,19,21170,sleep,21170,1,1,1
ES,1510,low_load_energy_saving_candidate,15,20,21173,sleep,21172,0,1,0
ES,1511,low_load_energy_saving_candidate,15,21,21176,sleep,21175,0,1,0
ES,1514,outage_sector,15,6,21184,sleep,21183,0,1,0
ES,1515,outage_sector,15,15,21186,keep_active,21186,1,1,1
ES,1517,handover_stress,16,5,21191,keep_active,21191,1,1,1
ES,1518,handover_stress,16,13,21194,sleep,21193,0,1,0
ES,1519,handover_stress,16,18,21197,sleep,21197,1,1,1
ES,1599,outage_sector,17,4,21430,sleep,21429,0,1,0
ES,1600,outage_sector,17,5,21433,sleep,21432,0,1,0
ES,1601,outage_sector,17,11,21436,sleep,21435,0,1,0
ES,1602,outage_sector,17,13,21439,sleep,21438,0,1,0
ES,1603,outage_sector,17,14,21442,sleep,21441,0,1,0
ES,1604,outage_sector,17,17,21444,keep_active,21444,1,1,1
ES,1628,low_load_energy_saving_candidate,18,1,21513,sleep,21513,1,1,1
ES,1629,low_load_energy_saving_candidate,18,2,21516,sleep,21515,0,1,0
ES,1630,low_load_energy_saving_candidate,18,3,21519,sleep,21518,0,1,0
ES,1631,low_load_energy_saving_candidate,18,4,21522,sleep,21521,0,1,0
ES,1632,low_load_energy_saving_candidate,18,5,21525,sleep,21524,0,1,0
ES,1633,low_load_energy_saving_candidate,18,6,21528,sleep,21527,0,1,0
ES,1634,low_load_energy_saving_candidate,18,7,21531,sleep,21530,0,1,0
ES,1635,low_load_energy_saving_candidate,18,9,21534,sleep,21533,0,1,0
ES,1636,low_load_energy_saving_candidate,18,10,21536,keep_active,21536,1,1,1
ES,1637,low_load_energy_saving_candidate,18,11,21539,sleep,21538,0,1,0
